,Series,OLS.rec,OLS.unrec,Actual,date,error.rec,error.unrec,OLS.lower.rec,OLS.upper.rec,OLS.lower.unrec,OLS.upper.unrec
1,AAABus,299.621165761014,293.383485719211,178.3874181,1,-121.233747661014,-114.996067619211,109.578768307707,489.663563214321,61.6913415582912,525.075629880132
2,AAABus,404.528945743235,403.698113933357,426.2120374,2,21.683091656765,22.513923466643,231.068169692632,577.989721793838,183.215046980868,624.181180885845
3,AAABus,458.451552652088,456.968049285815,513.2112894,3,54.759736747912,56.243240114185,284.569573897932,632.333531406244,236.563075500956,677.373023070675
4,AAABus,387.155122213625,385.563545311006,373.886001,4,-13.269121213625,-11.677544311006,213.06076940709,561.24947502016,164.956501094982,606.170589527029
5,AAABus,461.245719575684,460.457716780845,649.8365629,5,188.590843324316,189.378846119155,287.473846044306,635.017593107062,239.57611461545,681.339318946239
6,AAABus,426.605293564844,426.286296769022,505.7075124,6,79.102218835156,79.421215630978,250.281430443257,602.929156686431,205.262265363802,647.310328174243
7,AAABus,543.291626170342,541.717081333426,443.6266052,7,-99.6650209703421,-98.090476133426,368.826066642425,717.757185698259,320.56311923721,762.871043429642
8,AAABus,485.707303034441,481.398091488504,508.259971,8,22.552667965559,26.861879511496,308.320211365296,663.094394703586,257.882983624579,704.913199352429
9,AAABus,497.494681898071,493.282504960276,473.8984318,9,-23.596250098071,-19.384073160276,323.027160691231,671.962203104911,271.672535140002,714.892474780549
10,AAABus,526.903468214377,520.708053729533,504.8193927,10,-22.084075514377,-15.8886610295331,347.989607678021,705.817328750733,295.702121179974,745.713986279092
11,AAABus,487.38721522431,485.754037309482,707.1148263,11,219.72761107569,221.360788990518,312.529408349426,662.245022099194,263.526305565885,707.98176905308
12,AAABus,376.886773108306,373.793784727351,439.756573,12,62.869799891694,65.962788272649,185.163923252094,568.609622964518,139.733067214273,607.854502240429
13,AAABus,254.847075934217,252.438526010681,248.5930062,13,-6.25406973421701,-3.845519810681,79.1135671601828,430.580584708251,28.9136657467457,475.963386274616
14,AAABus,410.037592759676,408.433767998148,578.6553976,14,168.617804840324,170.221629601852,234.379626175752,585.6955593436,185.05534601723,631.812189979067
15,AAABus,469.010982612101,467.782169750238,414.7058013,15,-54.305181312101,-53.076368450238,291.808589082661,646.213376141541,244.147504087573,691.416835412902
16,AAABus,403.344492135749,401.941870585506,689.3381837,16,285.993691564251,287.396313114494,227.671610569984,579.017373701514,178.099215875841,625.78452529517
17,AAABus,473.518208620765,472.12912594797,508.0361775,17,34.517968879235,35.90705155203,293.237277471342,653.799139770188,247.997198960562,696.261052935377
18,AAABus,443.297553332644,441.716937822448,427.4367639,18,-15.860789432644,-14.280173922448,266.290315970218,620.30479069507,217.145459921916,666.288415722979
19,AAABus,556.984772783991,555.36528837819,392.9749073,19,-164.009865483991,-162.39038107819,380.565109105203,733.404436462779,330.554652980917,780.175923775462
20,AAABus,512.198531857266,510.633634874983,455.6375785,20,-56.5609533572659,-54.996056374983,335.223987729454,689.173075985078,285.55660307666,735.710666673306
21,AAABus,513.05165229265,511.391847844559,451.7429577,21,-61.3086945926501,-59.648890144559,335.84063674021,690.26266784509,285.909107671878,736.87458801724
22,AAABus,554.025438624645,552.557829226212,527.2553525,22,-26.770086124645,-25.302476726212,376.648234753553,731.402642495737,326.722879238563,778.39277921386
23,AAABus,509.124022197215,507.354990019912,978.7937819,23,469.669759702785,471.438791880088,329.534202089562,688.713842304868,281.252878448444,733.457101591379
24,AAABus,425.046430801007,423.027312817346,851.2086902,24,426.162259398993,428.181377382654,240.104879039311,609.987982562703,196.545148471262,649.509477163429
25,AAAHol,1189.45048250498,1192.0932592316,1241.771002,1,52.3205194950199,49.6777427683999,951.244030810326,1427.65693419963,875.996294027463,1508.19022443575
26,AAAHol,417.286085392871,420.098578913434,350.8072952,2,-66.478790192871,-69.291283713434,179.391030636744,655.181140148998,104.182831836289,736.014325990579
27,AAAHol,437.883586089584,437.243011470021,488.0649765,3,50.181390410416,50.821965029979,200.152410161303,675.614762017865,121.01491351503,753.471109425012
28,AAAHol,573.348079554952,573.853364110556,548.894199,4,-24.4538805549521,-24.959165110556,335.474698034322,811.221461075582,257.425503350405,890.281224870707
29,AAAHol,413.368313915159,415.057122714199,517.8356467,5,104.467332784841,102.778523985801,175.618298717972,651.118329112346,98.3397880329084,731.774457395489
30,AAAHol,440.423342786385,440.755567694374,558.2698852,6,117.846542413615,117.514317505626,201.675052446626,679.171633126144,123.768636941682,757.742498447067
31,AAAHol,537.717386750718,538.118063160599,412.2641573,7,-125.453229450718,-125.853905860599,299.117110402707,776.317663098729,220.793898660268,855.442227660929
32,AAAHol,415.837016947916,415.132045915933,424.1680508,8,8.33103385208398,9.03600488406698,177.392152845974,654.281881049858,97.3615720819274,732.902519749938
33,AAAHol,503.766055570573,504.288250545649,485.2176138,9,-18.548441770573,-19.070636745649,264.97833037974,742.553780761406,185.85610562118,822.720395470118
34,AAAHol,664.994368549495,663.303107182513,613.954674,10,-51.039694549495,-49.3484331825131,425.141947671207,904.846789427783,343.707889548849,982.898324816178
35,AAAHol,455.883466628651,457.412531799412,572.8421445,11,116.958677871349,115.429612700588,217.070842363296,694.696090894006,138.772048834004,776.05301476482
36,AAAHol,451.361644115947,450.665223781889,299.2605151,12,-152.101129015947,-151.404708681889,210.713012779072,692.010275452822,131.684227607385,769.646219956394
37,AAAHol,1190.14350602568,1191.94233018359,1040.991606,13,-149.15190002568,-150.95072418359,950.015999156882,1430.27101289448,872.009797705052,1511.87486266214
38,AAAHol,432.083877839993,433.01603833958,358.0915498,14,-73.992328039993,-74.92448853958,192.042370396722,672.125385283264,112.771768739,753.26030794016
39,AAAHol,450.369126372557,450.780757550196,407.402452,15,-42.966674372557,-43.378305550196,209.890809221663,690.84744352345,130.141374986166,771.420140114227
40,AAAHol,590.102513870689,590.712156759292,511.7286827,16,-78.373831170689,-78.9834740592921,349.6843978524,830.520629888978,269.664829556935,911.759483961649
41,AAAHol,430.265589766115,430.849128492923,482.610279,17,52.344689233885,51.761150507077,188.832191342127,671.698988190103,109.378473731369,752.319783254478
42,AAAHol,457.065261301716,457.348720873086,531.179298,18,74.114036698284,73.830577126914,215.1252363618,699.005286241632,135.456065912041,779.241375834131
43,AAAHol,556.650751883005,557.083968580786,636.639074,19,79.9883221169951,79.5551054192141,315.033395055548,798.268108710462,234.746078330547,879.421858831025
44,AAAHol,435.499848329585,436.145927625334,383.5262164,20,-51.973631929585,-52.619711225334,193.432298427846,677.567398231324,113.338694308638,758.95316094203
45,AAAHol,527.842927889053,528.520356499271,484.9599985,21,-42.8829293890531,-43.560357999271,285.777311468886,769.90854430922,205.257403870823,851.783309127719
46,AAAHol,691.432943469549,692.34519434667,399.8676681,22,-291.565275369549,-292.47752624667,449.305256156778,933.56063078232,368.620640767492,1016.06974792585
