desktopusdeReu01,desktopusdePho03,desktopusdeGen08,desktopusdeTra15,desktopusdePho16,desktopusdeGen19,desktopusdePho21,desktopusdeGen25,desktopusdeGen31,desktopusdePho33,desktopusdeGen34,desktopusdeGen36,desktopusdeLif38,desktopusdeGen39,desktopusdeBlo40,desktopusdeReu45,desktopusdeGen47,desktopusdeGen53,desktopusdePho54,desktopusdeGen58,desktopusdeLif59,desktopusdeGen60,desktopusdePho63,desktopusdeGen64,desktopusdeGen66,desktopusdeLif69,desktopusdeGen70,desktopusdeGen71,desktopusdeGen75,desktopusdeGen76,desktopusdeBus82,desktopusdeGen83,desktopusdeGen88,desktopusdeGen89,desktopusdeBlo90,desktopusdeGen92,desktopusdeVid93,desktopusdeGam94,desktopusenReu01,desktopusenPho02,desktopusenPho03,desktopusenLif04,desktopusenReu05,desktopusenGen06,desktopusenLif07,desktopusenGen08,desktopusenLif09,desktopusenLif10,desktopusenLif11,desktopusenLif12,desktopusenGam13,desktopusenReu14,desktopusenTra15,desktopusenPho16,desktopusenLif17,desktopusenLif18,desktopusenGen20,desktopusenGen19,desktopusenPho21,desktopusenLif22,desktopusenPho23,desktopusenPho24,desktopusenGen25,desktopusenVid26,desktopusenLif27,desktopusenGen28,desktopusenLif29,desktopusenLif30,desktopusenGen31,desktopusenGam32,desktopusenPho33,desktopusenGen34,desktopusenLif35,desktopusenGen36,desktopusenGen37,desktopusenLif38,desktopusenGen39,desktopusenBlo40,desktopusenGen41,desktopusenGen42,desktopusenLif43,desktopusenGam44,desktopusenReu45,desktopusenLif46,desktopusenGen47,desktopusenLif48,desktopusenGen49,desktopusenPho50,desktopusenPho51,desktopusenGen52,desktopusenGen53,desktopusenPho54,desktopusenLif55,desktopusenBlo56,desktopusenGen57,desktopusenGen58,desktopusenLif59,desktopusenGen60,desktopusenLif61,desktopusenBus62,desktopusenPho63,desktopusenGen64,desktopusenGen65,desktopusenGen66,desktopusenPho67,desktopusenBus68,desktopusenLif69,desktopusenGen70,desktopusenGen71,desktopusenLif72,desktopusenVid73,desktopusenTra74,desktopusenGen75,desktopusenGen76,desktopusenGen78,desktopusenLif79,desktopusenPho80,desktopusenLif81,desktopusenBus82,desktopusenGen83,desktopusenVid84,desktopusenGen85,desktopusenTra86,desktopusenPho87,desktopusenGen88,desktopusenGen89,desktopusenBlo90,desktopusenBus91,desktopusenGen92,desktopusenVid93,desktopusenGam94,desktopusesReu01,desktopusesPho03,desktopusesGen08,desktopusesTra15,desktopusesPho16,desktopusesGen20,desktopusesGen19,desktopusesPho21,desktopusesPho24,desktopusesGen25,desktopusesLif30,desktopusesGen31,desktopusesGam32,desktopusesGen34,desktopusesGen36,desktopusesLif38,desktopusesGen39,desktopusesBlo40,desktopusesReu45,desktopusesGen47,desktopusesPho51,desktopusesGen53,desktopusesBlo56,desktopusesGen58,desktopusesGen60,desktopusesGen64,desktopusesGen66,desktopusesLif69,desktopusesGen70,desktopusesGen71,desktopusesGen75,desktopusesGen76,desktopusesBus82,desktopusesGen83,desktopusesGen88,desktopusesGen89,desktopusesVid93,desktopusesGam94,desktopuszhPho03,desktopuszhGen20,desktopuszhGen19,desktopuszhPho21,desktopuszhGen25,desktopuszhLif30,desktopuszhGen31,desktopuszhPho33,desktopuszhGen34,desktopuszhGen36,desktopuszhLif38,desktopuszhGen39,desktopuszhBlo40,desktopuszhGen47,desktopuszhGen53,desktopuszhLif55,desktopuszhBlo56,desktopuszhGen58,desktopuszhGen60,desktopuszhGen64,desktopuszhGen66,desktopuszhLif69,desktopuszhGen75,desktopuszhGen76,desktopuszhGen83,desktopuszhGen89,desktopuszhBlo90,desktopuszhVid93,desktopuszhGam94
24.94225908,13.06035061,47.92914048,80.40709425,21.9835435,1898.806169,119.4055699,33.986522,95.02139423,21.64956135,928.1590943,18.24910727,28.53908769,699.9742459,5.662995149,23.56221467,151.167017,467.5401195,32.56077904,26.83823634,6.97163758,227.451262,8.222624022,418.0969105,552.4157114,125.2372617,10.57041129,3.637563204,169.9991394,729.0339472,4.637010352,54.40831696,200.9613672,783.47463,3.380491235,12.18103046,1396.756744,18.51619798,465.2585555,183.0752697,80.6606858,195.1883683,336.0829854,126.309793,35.22471333,250.9550839,39.98920343,23.57153653,26.22489232,25.3160141,4.319841111,80.80757783,226.3983864,223.5090824,32.5048698,10.25752789,738.2778424,15419.24392,606.3433976,1388.412326,43.18355705,25.60393821,320.2157695,256.3035834,109.4767415,17.10954468,249.6376643,204.8294104,634.7932135,190.0357965,259.156989,4407.272226,24.47352157,670.0110619,18.42273418,260.402819,2648.717426,142.2711915,103.782161,182.0057511,69.40262154,18.55839798,87.48511487,3.66093925,1001.189199,29.88938278,326.5706544,181.5058515,92.26392966,93.81990571,1405.54733,74.20962423,196.9766207,43.2486628,37.82845773,801.5735397,20.79909958,2135.586539,36.32125992,14.00622831,141.6661387,3596.101924,16.58892466,2161.074922,74.0359963,31.64026454,693.981664,219.7798633,112.3629813,1198.115703,29.09506732,7.952446037,942.3219348,3927.302492,106.6322503,48.16405983,7.933944533,16.9974487,67.89456366,400.8109941,669.5355164,3752.865058,183.8814012,80.57766098,1132.151173,2983.751412,86.95638561,7.105052894,436.3611831,17027.66885,307.7382094,11.5816529,3.995833526,103.4190684,61.72924783,27.16761022,229.5015287,3496.706272,147.6204173,42.09421673,36.90561922,12.5836521,212.8861853,131.3170213,1381.26554,77.31735973,23.97555894,634.3202912,13.51799471,9.678454634,136.8600821,6.75667863,281.0393593,4.613815026,20.30015303,178.8203412,311.173145,668.704785,75.37463939,12.64335017,39.03587906,304.4621492,1098.47394,13.78926072,19.1492574,69.81852464,1293.80337,3161.851699,11.65968439,7.393478484,20.75124465,1098.372511,78.25138948,21.87135386,5.222110214,73.47018512,16.6645397,352.4745731,67.48791528,9.236545172,10.81125117,5.058700239,39.89858072,138.7954302,8.128825588,7.803102048,74.03350242,180.3787508,103.6943155,284.145249,36.68551859,269.249357,435.2028934,27.35170025,161.019729,19.83359486,1222.975928,20.02556548
20.35796334,10.27921439,35.55113572,57.18351257,17.88193287,1395.143187,93.00506018,19.59132232,59.71578698,23.82618375,589.2000277,13.54903567,24.6573622,213.2050849,6.744259284,17.65341737,136.9539987,288.5292756,22.65123602,18.59317905,7.021551359,102.0419845,3.038012927,188.5983133,429.8375187,93.17683436,8.02859377,1.941461883,131.3380878,418.1883803,2.181508999,40.37743117,64.95120938,587.6623763,3.337291827,8.70147115,1046.84385,6.591546321,382.6507329,55.28653211,60.1084584,155.4754641,234.385293,74.60168071,30.32647622,217.4276087,32.98312762,15.37376364,19.12050047,19.75902097,4.375595249,57.23521779,189.7678879,185.6628082,22.75022847,8.624972398,633.6458553,14533.91184,499.0799428,814.6315128,36.52394469,19.07896599,175.7302377,202.062941,100.9817816,14.85594615,183.7504763,168.9357091,529.8814806,178.5257545,210.6021319,3372.311539,21.79664092,487.4546372,14.48865273,247.337012,1386.452975,120.5814619,67.95833818,139.4176669,90.04880817,14.73745626,77.87413794,3.194891032,732.4721415,25.26117759,305.0102473,150.8889499,65.48520906,233.2497249,1104.37172,51.48429783,139.206423,30.67567899,23.14029559,584.5101672,19.53756061,1325.983525,26.96188863,9.471161129,110.9491487,1496.703077,12.60865656,2098.428624,59.78310983,16.11368599,489.7951897,143.9711165,102.079232,1038.622161,27.25066238,6.047554748,745.9809879,3322.639723,88.55194268,27.03024731,6.817269621,14.27212627,38.87199591,289.8923156,502.5292057,2689.84284,182.8665519,55.36169354,695.5188929,2331.022408,73.98583463,5.109064611,277.5733417,14983.97923,227.0088855,8.265079378,2.423738846,75.52604699,41.39073607,21.69715092,187.6000411,2594.826752,112.6274407,27.01400388,20.23443354,12.09359082,133.8808005,110.0885996,934.000436,52.94821177,18.21051864,314.6993841,9.098361345,7.740710996,84.70853667,3.36730081,193.5774007,3.047575976,8.989464452,97.83438233,195.2530971,341.9906314,53.88601758,9.753924727,29.03255466,219.8714091,709.7570437,9.396149198,12.36493911,41.64794055,893.1633826,2968.514215,10.64649263,5.453284271,15.74527962,879.1622624,68.17409955,23.8881773,4.837777341,52.01949732,15.05938974,308.5105771,45.22688483,8.820487399,6.200266116,5.046674486,24.84682899,84.60677782,8.224111443,6.485443395,52.1968714,87.87168764,74.37366618,206.8041403,34.65916723,242.0005624,335.4939554,19.66343515,102.9696876,16.17137449,1150.104822,13.50934364
27.03008258,12.49862377,53.17748256,88.16783346,21.33524358,1626.699731,107.0684288,23.40753447,73.08022184,20.18099943,656.6396593,16.33744632,42.85357954,275.1833187,6.107484673,26.06851513,130.7806618,499.9833346,24.16493723,19.90566518,2.419319638,122.7038118,5.233653013,243.9625479,349.607103,64.33869768,7.415829047,1.968535282,158.6581587,440.6958032,2.674942112,50.59643301,63.31046166,689.4127098,3.935718654,8.939083654,1128.786953,9.517797505,472.8696561,61.7977829,66.01999829,110.8129585,269.9854715,74.61432915,11.31920892,245.0744745,-35.8636287,12.45648367,11.50076558,15.51902542,4.264622004,57.88452381,216.2940241,184.4674305,17.52613598,7.585876543,660.0947912,13945.86735,503.4652987,2013.735603,35.66714688,20.14763308,192.0583287,200.6914324,83.52751587,15.03950164,115.5775017,166.4078845,513.3496057,239.3184133,224.1992958,3773.361965,20.09542629,526.5059118,14.85370302,184.0297961,1167.577172,104.4649477,76.34841236,121.2349801,34.30079963,14.08601002,87.09452514,0.417755705,781.1238404,15.87342298,287.6113559,159.5871118,67.50085819,139.2876422,1135.317718,48.42905968,60.47147946,31.65872532,29.4936528,588.9857855,8.179173139,1478.729399,18.06859894,9.845837552,110.1802772,2566.857282,12.63913405,1571.816508,65.51665479,15.92923264,401.404583,146.8989833,90.78973159,1006.732952,25.74458219,8.226893115,816.3165357,2927.04457,82.37556895,20.82294029,6.200256204,-2.836651579,35.38461722,300.0724683,769.3558588,2707.235782,144.5842509,63.2590936,716.8712896,2349.009692,83.3723454,5.958804968,285.6117306,14820.63707,236.4024593,7.778570418,2.893972248,76.45791814,47.83720706,23.09947629,188.0541338,2521.66883,108.8282566,27.76570819,21.67482457,10.06398867,137.4643782,113.7961989,935.2252607,50.22146812,12.42898327,297.0419636,8.957678882,9.334742457,92.37507889,3.357043374,180.7878529,2.808036072,13.06110445,80.21181831,200.9263336,247.5453395,40.68825519,8.8136952,27.63568229,234.7331471,695.8794986,8.490537072,14.31846042,47.17691079,1248.064819,2670.013696,10.5550535,6.962408306,19.33390324,996.1449781,79.06325641,27.62446252,3.201156479,60.27981283,20.38307615,431.2668944,114.3724631,6.646848383,7.005233488,5.672036948,26.54224401,120.0662349,5.196644671,8.502032604,60.23469269,112.9188689,102.2550506,222.2393659,28.40320644,240.6227654,376.5664756,23.86743719,127.0328722,36.43774783,1266.827672,16.66668691
33.54918511,15.52982191,62.6237555,100.5704158,23.51819419,1948.002402,128.5883662,39.78824514,122.7012134,26.03299484,1086.298045,21.65675647,35.49207007,742.8903507,7.295156743,27.41789621,157.3957211,694.1370693,55.83253117,32.45027569,9.000640495,193.7875569,7.187964979,614.9977579,528.6732078,130.1140244,10.86138202,4.515286668,209.0731902,722.8406377,8.340461588,61.28919169,121.0353348,982.416006,5.147922134,14.83642923,1497.845588,17.87110597,558.6572551,60.09235626,86.21735453,249.35559,356.9762165,174.8654679,43.28354551,303.7762569,60.74916678,28.33664335,26.73552128,28.47632841,4.83230159,90.78392363,280.9584447,222.7355161,43.15670048,11.48789099,778.1700434,16903.48918,687.1376162,844.7760093,41.09151993,26.36279314,325.9590732,230.1463008,146.8982263,17.7096849,295.4447866,245.5010918,710.910537,233.0683272,296.664258,5937.412505,32.78544611,626.4757802,18.94798132,287.9877658,2464.259192,139.2522358,113.0623282,243.8077926,118.1230709,21.55294161,111.7491484,5.52315411,1101.487065,30.37973754,366.6955962,191.8187938,82.59042125,175.4731027,1678.511793,79.18016336,196.3598879,42.66322077,37.37886317,851.5143911,49.63796578,2488.80467,37.08848745,13.15412635,158.5991157,2669.915843,16.29803706,2425.98515,88.45728826,21.18732106,681.5775234,228.4770671,115.7038534,1348.38392,37.50915019,11.14028825,1069.886151,4255.938052,95.39584078,40.86839585,7.995266099,22.63040815,55.40332456,416.1965327,1892.283264,3454.428504,240.6418285,91.56629387,1382.619984,3161.851483,125.5841234,8.79609859,430.9715054,35962.30762,345.1122655,13.61893149,6.165630836,101.3586709,85.19692641,29.1906347,233.3414332,3906.902918,172.1453014,42.74465255,38.29164585,17.49746598,216.2730346,115.3011086,1588.482492,76.76922274,25.58567935,769.836181,11.87338477,11.25770898,161.0264188,5.869688957,300.3506652,5.919757096,27.17402406,133.9105729,325.5776279,605.9020263,67.89536548,13.48490081,36.55272598,313.9510378,1217.34922,16.66445483,22.65229887,79.41929733,1346.372285,3357.701747,15.14445038,7.535423416,22.30003732,1320.574537,100.0096407,31.50687801,5.668879166,72.29850875,21.56580178,467.8007212,114.2347143,9.711070179,9.061882001,5.356738603,33.45361319,185.1211041,7.34941856,8.633226223,80.63515685,158.3187643,123.1530183,240.405662,35.08750588,259.2898813,463.1858034,30.48581526,179.0330343,24.86479775,1286.296146,24.11116642
35.93729175,13.79920381,50.93605734,98.60281314,24.36998901,1719.812638,129.2201332,39.51917609,116.0863197,29.06701733,983.1696097,16.63387844,48.48923056,524.1329762,6.951918868,25.99000826,157.9751759,663.4960731,42.29558262,33.39705783,10.4667795,120.809636,9.220423094,-13.49009845,231.0213346,137.3023514,10.31380183,3.304836261,198.6507891,617.6322726,7.304199122,54.30149001,111.8823178,809.7384613,3.805027418,0.616239574,1485.994144,14.58017633,551.2605325,22.49275987,88.0630096,251.8138787,330.401986,159.1987355,40.69003284,301.2839153,69.29446632,28.23396095,23.91187843,26.57268719,4.215944661,97.56503443,251.3767531,255.4430606,47.21616294,11.21666442,780.8399348,15755.67641,657.0359443,185.4399073,41.44762186,27.84167621,292.016251,222.0924586,125.2994347,13.26971111,314.9914208,247.2319246,657.7998188,211.1351116,303.9810286,5939.49014,34.39811346,570.3105809,16.77542293,298.0415852,-938.2937224,127.1165123,104.5807315,121.135255,107.9189377,22.0898729,106.0695664,6.801999955,1054.009799,31.99677209,396.226909,190.2649113,84.31585445,161.7145187,1578.033255,78.22148792,175.6644871,37.53854082,36.92929741,891.4448314,29.88519037,511.1737111,41.5889574,14.05902861,159.2163711,14933.84219,14.33546339,1599.117592,85.43900983,23.39458431,697.2437178,190.1194248,113.9566912,1361.53668,38.441208,11.50361953,992.0881026,4025.410762,81.195888,45.45193009,7.780605303,56.77502312,51.34634963,408.9591473,1346.141537,14497.36307,174.7181074,92.06060143,1395.685438,3214.118762,120.8652848,7.077391641,469.1454699,16702.79807,363.5383586,17.05196375,6.297985617,106.8383783,87.81249516,34.39361297,254.3512451,4105.455936,188.6703777,58.48700332,41.75306127,19.23723437,236.4329279,127.7519947,1665.880467,80.15983146,28.65216601,785.312512,17.96827148,10.9989685,162.0652238,7.465322791,312.3675156,6.214399578,16.67786853,163.3560878,362.9559237,840.9554584,90.54320444,14.40711678,40.7259826,330.8120273,1326.492188,17.58210399,28.50299751,87.31136971,1426.367735,3560.779515,15.1921739,8.217694886,18.51144499,1275.209001,111.2800273,25.93277905,6.902740603,72.34728565,18.78307413,463.8843106,98.96624829,10.99508745,10.19318452,5.611249495,35.61212442,175.45543,8.300560339,9.278562219,85.59397842,156.8364617,131.7925545,153.4404077,38.58918625,277.5707358,460.651532,28.23649215,185.3135262,23.77002475,1226.381,26.13252397
28.30137977,14.14975377,58.66525701,97.00927963,23.83785727,1829.895235,116.4963186,36.66594427,124.3780267,26.09251469,1059.293264,18.95580114,37.31303734,679.4826436,6.222569367,24.76415919,160.7583901,646.7552072,41.44975177,33.74556341,9.736054929,159.2099191,7.278874713,319.7423965,632.7603753,150.8774987,10.49291623,3.387518791,213.1607155,623.0639743,7.016161596,62.52501755,146.70924,875.3864291,3.919306707,9.91643554,1381.044084,11.08607777,530.3840608,28.99057666,85.93455073,262.0229962,342.9880729,212.8676337,56.50655,375.7378635,73.27924565,28.60520344,25.5222593,28.02964027,4.223882696,89.00414197,250.4019833,273.1480888,45.30743951,14.18646307,799.9047326,16061.59713,620.5641788,-305.0655582,50.07916123,28.36272214,324.9524343,203.5312263,137.0819443,17.98485998,314.9172118,259.2317327,722.6036605,235.454001,308.2279028,4997.830873,31.87843049,659.4832486,19.7618227,332.7017887,2616.657518,135.0715289,112.6014624,213.9687031,103.166884,23.67067332,110.7940102,6.212074146,1090.634059,34.49406673,482.7348153,192.2093804,87.21770499,161.4587484,1721.320993,82.81681559,225.9220263,42.495388,43.27310118,878.7140077,35.66370147,2172.720335,42.08519197,16.2875051,160.3871548,1927.075173,17.54430894,2476.266595,87.41958262,16.11432617,712.8913178,260.8886603,115.6504522,1374.821138,35.92047786,8.615216074,1026.428016,4175.939234,94.90213762,53.40228284,8.044665534,32.08058125,58.41647838,433.6266113,951.5753864,3219.367645,244.0906895,89.24455779,1426.303129,3445.824022,124.2134717,8.056431657,596.6247672,17620.78128,362.7415505,13.87481176,5.406410572,108.4773548,78.39870708,28.70395377,248.4017158,3987.608714,177.2439475,49.72985811,36.46918523,16.94132024,227.2176416,120.0959869,1616.755644,71.5799976,28.22658575,878.6919094,13.83352872,9.216879729,152.8201982,4.902786268,324.7604814,5.504097826,61.19867232,142.6995375,383.6313727,611.4313832,80.60352469,15.40005106,43.74009653,338.1541428,1370.696292,17.29445691,25.27797389,85.88284599,1587.485829,3425.66289,12.48116373,7.574994616,22.34081734,1263.852076,107.6252995,26.37645508,6.462186895,76.1357755,17.55152919,466.9852599,80.23924018,11.4674225,11.99270978,5.233407846,33.80197962,182.4497618,7.07256371,9.252206296,89.03699996,156.4334942,125.317938,188.8402485,36.58224014,266.3689256,474.6277123,30.35233319,178.6301992,19.88183718,1237.154171,21.29877751
29.12569617,13.08349109,60.16632688,104.1969393,25.52022997,1979.230271,124.1794402,38.47883744,111.6872815,27.7889353,1038.527852,18.75527538,33.3360655,608.7876665,6.90438554,25.4092761,200.7157888,718.2878286,39.79134473,31.3409834,8.153924768,275.1062815,6.364473666,302.0935075,844.2125116,138.8675467,9.376755585,3.870395308,184.6894355,958.9428093,6.885571791,57.83583972,124.9649782,988.4670836,3.800655017,10.25041797,1496.907166,16.08430071,547.6011635,41.19375792,88.42788602,226.5961165,317.7207126,147.6154903,45.12069565,364.4053199,40.42829328,29.30062945,22.94521689,26.75680614,4.215170321,80.37493191,252.3274008,252.9505647,38.87845929,9.230853016,758.9590405,15391.37139,626.2136257,97.83517218,42.39013762,28.49158524,309.1063928,264.6904329,117.0751062,15.2871703,265.1506806,236.856743,669.8587598,206.42448,297.3412108,4478.798571,27.54879903,601.4291565,18.62210236,283.9024874,1625.686107,129.900937,108.8324913,157.115247,191.1466779,19.62638412,84.04127973,4.443711707,1066.300504,38.237151,472.0663614,185.2032841,85.77969838,123.1590418,1891.797128,75.24711569,136.2967238,43.17246731,50.77966254,856.3694605,27.7392221,6846.163917,36.31868646,15.96481674,155.1282692,536.8639951,15.74425399,2599.181662,86.109779,16.12266633,666.9274033,239.5104884,124.7340762,1264.656293,27.9702102,9.504588937,1066.377993,4909.31916,94.31283419,52.95221497,8.058039965,22.26233406,56.98766638,391.2882585,5140.13965,2100.06678,265.9077283,77.53460925,1256.332937,3236.777045,112.2099027,8.172078241,513.7698775,13128.15469,312.5469212,20.83519679,5.70905906,109.5333189,71.92581548,29.94657303,237.772385,3915.537098,164.3416025,49.67021045,46.99715626,16.34464434,215.7536443,119.68085,1606.392407,71.16433992,23.33254439,807.6369237,15.60112849,11.1394124,157.6738889,7.0986358,367.4646408,5.767113314,16.91786646,176.1932516,345.8211312,631.8529926,74.61387012,14.15758667,40.6178831,346.3163562,1320.762344,19.77387698,25.92506675,73.85625773,1559.186205,3707.497678,14.8595864,6.684720951,19.80979049,1193.005526,99.36112609,27.31093181,4.943699918,88.08123668,15.5833362,429.5886577,70.18810248,9.345063731,8.555377973,4.723348753,28.49150787,187.7117162,4.247339538,7.262018369,79.88007374,138.7940116,148.3067079,237.0204896,30.57690161,246.6293576,437.8154967,25.92266895,167.2070114,16.41016478,1253.487499,18.64511088
22.60890705,10.53546074,45.37946951,88.09902597,21.06617252,1722.272347,115.5538616,31.7477843,89.92522076,21.5106726,901.1707465,18.34996131,30.18295651,556.7245608,5.43472396,21.72691866,163.3140254,640.239965,30.0779822,25.29324666,7.336350779,239.0294609,5.668221223,320.7271279,409.5834442,121.4292536,10.06931491,3.118164602,175.0412389,757.4788007,4.77276188,56.52041245,202.420636,840.2721154,3.503659425,10.18629824,1405.809071,17.33557386,490.990914,227.8169198,82.7054977,185.8558876,335.1565277,144.1213654,35.24243893,323.2693768,40.12216732,24.73183987,20.01339635,24.01490204,4.100396786,77.41103993,218.5736382,205.9476595,33.65097368,9.363777821,722.0202571,13682.45014,567.4537389,82.74728216,41.93438397,24.91231334,296.2707023,209.4729258,111.723338,14.21006994,244.8001178,211.6378386,561.6359718,199.4179021,267.6703198,3977.01596,27.73276233,605.7609465,17.29083623,255.2240942,2285.023566,130.5679314,110.0439699,164.8594879,81.58858086,17.43025206,77.27833175,3.900687869,920.5454601,24.94989917,500.7297805,179.3897174,88.24382147,70.18186088,1604.845905,71.15860848,145.1237261,44.44558733,46.8370803,810.6616691,23.70156347,1776.696985,32.58661503,14.68375097,138.1175722,2918.30798,16.71967793,2006.05927,74.12326879,25.19297424,618.6311787,228.6117776,116.4853588,1215.667844,28.88794501,6.887666685,1005.463903,4210.383881,86.4222964,57.34055166,7.663997081,14.08510229,64.00534358,352.1436674,895.0815537,3111.565424,195.1821328,76.05727559,1095.561656,3101.536409,104.6440014,7.561961996,470.4942672,14892.97888,278.3640641,13.25970143,3.931789025,94.52902236,58.84706742,27.00537764,211.6778695,3125.427285,129.8925783,41.17431526,34.3354703,12.71988371,172.0436509,114.6878303,1332.870862,64.45975412,21.30197769,649.5810248,9.9317522,8.030850488,128.0992944,8.144194268,336.7928582,4.771244289,16.2793478,141.9912709,280.700328,551.6607146,64.62142438,13.47004502,32.58072374,291.2616114,1064.135653,13.97842827,19.52788227,57.94280437,1275.194105,3183.158674,11.23303009,7.510461012,21.36037609,1261.582216,95.53807358,26.6093734,5.495584307,78.22814736,17.27825834,422.5296277,82.7438958,9.900688377,10.98173922,5.158139141,45.29888837,179.254261,5.236080196,8.386576805,79.00218431,182.7250829,127.0626404,228.197845,32.56980886,246.7356983,432.7768368,26.59365345,175.1699138,24.16134171,1152.631113,19.31387487
15.3537215,9.343714496,35.01264359,63.04573185,16.53464313,1391.584643,89.69051589,19.45729435,58.1685922,23.3763968,645.5541058,14.03540195,19.95817633,204.6406302,5.58202121,18.07440223,110.917741,472.6675889,15.05160093,17.92967247,6.041369534,107.1890374,2.123087224,99.3378111,314.7219483,90.2705966,7.427460696,1.644567636,140.7351088,534.6142869,1.708277046,45.72841101,65.36945858,643.3074291,3.318257592,7.152958648,1105.979958,6.069764808,376.2438773,79.84587905,63.92803337,151.0322147,244.1640228,80.27262494,30.50526515,255.3564909,22.57606679,14.95562257,13.69987671,19.95997151,4.348614284,56.07658495,165.4652309,195.4187842,21.30324804,7.398397607,597.1965033,11638.51619,435.2357109,55.62044009,37.38247703,18.6064475,170.2337978,182.3052249,96.55315725,12.22668263,197.19851,171.2571682,496.5503755,181.2063308,212.8625771,3211.414911,23.26488051,460.9869669,14.02974797,231.6336793,1663.665702,113.7916152,80.94327011,130.4636616,47.24463034,14.80758071,69.26424471,2.511188797,688.7594594,18.92790609,400.3235589,149.8394938,64.57737825,50.35525931,1221.613879,53.86548866,92.07157416,33.16905656,23.3242107,601.9163946,17.75356701,1391.477264,21.97215027,10.2307551,105.4295206,1831.130626,13.99004608,1502.48967,58.89129494,15.37745772,475.3650035,174.8307436,109.1454,988.8793822,26.91290978,4.585674212,817.555912,3121.25507,80.06294354,31.8853696,6.521025794,13.81573714,36.92698731,267.6862742,844.2187611,2167.416386,214.2647274,48.86792581,664.4833041,2341.435365,73.83348636,4.782797569,314.2138398,14711.42953,236.5948989,8.785381443,1.951977507,68.16318609,33.8120727,21.73968987,180.0173819,2337.783005,84.24606164,26.45608447,19.01091025,9.740126555,121.71242,96.71618748,849.0800455,41.81843899,13.65968018,303.579273,6.204445808,6.553356857,97.35246648,3.998630604,214.5677298,2.960172863,8.785996151,77.47083942,175.5386591,259.5013716,42.77640475,9.903766175,23.91292262,203.5454184,671.1165447,8.384625375,11.97467387,35.9180861,792.7850147,2988.731852,9.950590964,4.524439509,16.60224194,953.8794564,80.01670476,22.92130631,4.361527457,56.42528903,14.76673797,309.2694023,51.21195523,8.438646578,6.445500795,4.804759135,27.51175295,111.6895086,3.618807187,6.641811796,55.00023778,91.53423581,79.77041495,142.0051542,29.54652646,229.0656621,348.7921012,17.71657696,112.1147431,15.89572414,1097.901211,13.47419774
23.45809967,12.04239335,56.08171091,93.94908912,20.23391332,1673.023847,98.65181314,23.47355264,69.98647756,21.2613426,762.7347607,17.73980145,53.79645105,265.4195478,5.387729644,27.3502118,114.7167336,658.7488951,19.85895828,20.86466639,6.30714426,124.1701479,3.378016516,146.5891421,278.9767914,93.2287887,7.077139909,2.185276314,162.4423766,423.7682362,2.572494751,59.03521079,58.26023439,730.4181254,3.469071013,7.419908828,1208.724077,9.958994862,427.6296219,81.03821892,65.35453535,148.6509056,275.8556446,94.99587966,26.6215159,283.5673962,35.1477161,19.96032851,12.76953788,24.0039999,4.81159798,57.95656913,194.9438515,206.3845698,23.80349495,9.602103199,631.9546886,10860.5295,445.7821568,88.44794313,37.24947019,20.55430035,184.2917313,178.2420842,105.5625131,13.02324091,169.8774637,188.166849,451.508316,194.5742121,219.3233533,3206.333873,28.78432254,454.6213008,15.1556518,219.8218526,1579.100899,105.3571512,87.33283115,109.9400428,53.27219107,15.32001642,86.6760209,2.557154074,690.3392266,18.83799884,337.5442517,156.1673269,69.17917908,38.87233107,1288.428668,50.1814661,83.58770238,35.58131361,30.90901826,586.1341903,23.45193882,1486.219267,21.0671068,11.34896107,105.1279936,2916.697306,14.1961072,1399.686981,63.45806971,14.39897129,461.3186904,185.0633171,101.3953759,1139.439761,25.12209578,8.408041224,900.6415298,2664.87552,68.95229031,33.42304784,6.143245725,16.70502171,37.71213201,309.8158956,1078.130277,2103.91245,155.6913281,53.03969218,674.8267896,2437.574516,68.34843837,6.165047467,326.3698023,14360.74358,257.7318409,10.25359398,2.837921316,79.16031217,39.64456702,24.54072919,186.7844098,2261.086197,90.77529589,29.15049186,22.30487514,11.30143522,141.8285967,111.2294488,891.4943735,42.50047566,13.26479612,310.378016,7.17959223,8.627743854,94.96986801,3.505006058,228.2797153,2.872224889,17.44409575,78.52190251,192.3022006,229.6152041,49.83037071,9.008560822,24.11531924,220.4714329,709.3295486,9.521645832,14.75536826,37.64200838,1110.707493,2657.276482,11.09644594,5.25640706,19.00556646,878.7703979,78.88908012,23.35661497,4.351688175,56.84303554,18.08871399,329.0510023,48.42897213,8.12891747,5.306433175,4.602840304,24.32122679,104.2270233,2.584933491,7.521615098,59.92113418,91.09010616,101.39805,85.91167669,28.35539294,223.2248765,355.9081288,17.68300523,120.1633502,34.61999174,1034.140138,14.70770932
