ForecastInterval,date,Series,Actual,OLS.rec,OLS.unrec,ETS.rec,ETS.unrec,ARIMA.rec,ARIMA.unrec,OLS.rec.lower,OLS.rec.upper,OLS.unrec.lower,OLS.unrec.upper,ETS.rec.lower,ETS.rec.upper,ETS.unrec.lower,ETS.unrec.upper,ARIMA.rec.lower,ARIMA.rec.upper,ARIMA.unrec.lower,ARIMA.unrec.upper
24Step,1,BACBus,3.5673682,35.9446752835102,29.5275720150329,24.908513754891,23.0839226994702,31.1829487041418,24.4770878668004,-43.466649428804,115.355999995824,-47.2605386009682,106.315682631034,2.48628219828669,136.215997544758,2.02187765873221,99.2028706723043,2.58359229654303,111.524912232589,2.10403463885263,100.376972982988
24Step,2,BACBus,5.8772697,52.4405924556806,49.0835957451674,32.4812284718229,23.0839226994702,31.649916233446,24.4770878668004,-28.1625022552022,133.043687166563,-27.2123192997272,125.379510790062,2.67663569776778,108.87159172464,2.02195588517693,99.211819663951,2.61940460673009,112.336343756136,2.10416682468252,100.393944433977
24Step,3,BACBus,5.2498244,29.8504539020844,26.3216495966805,27.3318141068714,23.0839226994702,44.0160311562068,24.4770878668004,-48.8496159970575,108.550523801226,-49.6749183040058,102.318217497367,2.30989645190148,106.579550620636,2.0220341180401,99.2207676915785,3.80252239301499,123.171777508766,2.10429904802051,100.410912425389
24Step,4,BACBus,4.8431835,20.2295081464759,19.4090564720003,22.7504273545152,23.0839226994702,32.3886011887315,24.4770878668004,-58.730077857575,99.1890941505268,-56.5868109480041,95.4049238920048,1.9935511618241,97.8706768043988,2.02211235731269,99.2297147554991,2.67508485325399,113.008175046774,2.1044313087853,100.427876959344
24Step,5,BACBus,0,53.1590037309131,52.6894139156158,35.6747885616731,23.0839226994702,18.3992573709863,24.4770878668004,-25.8725325748557,132.190540036682,-23.6508827974188,129.02971062865,2.94798583233243,113.663968586114,2.02219060298566,99.2386608560245,1.84717485279368,101.532971973737,2.10456360689577,100.444838037961
24Step,6,BACBus,7.7764226,20.0839775787667,19.3395409270686,23.5966168020792,23.0839226994702,28.4269465694001,24.4770878668004,-58.8834566430274,99.0514118005608,-56.6439754076231,95.3230572617603,2.04309656781072,98.6109811950881,2.02226885505004,99.2476059934667,2.39506302970235,109.690000387179,2.10469594227092,100.461795663355
24Step,7,BACBus,55.3225699,22.575147297782,21.1810159040815,26.6432031131809,23.0839226994702,19.5044889407564,24.4770878668004,-56.1829248907273,101.333219486291,-54.8121679476478,97.1741997558107,2.29125993907113,109.391612809557,2.02234711349679,99.2565501681372,1.89844576296558,102.430185517998,2.10482831482993,100.47874983764
24Step,8,BACBus,11.1012241,22.8778910221762,21.9105296375791,25.3091575343969,23.0839226994702,33.662283223129,24.4770878668004,-55.8435714948092,101.599353539162,-54.2912306749831,98.1122899501413,2.17973096116028,104.321065920517,2.02242537831696,99.2654933803473,2.77473405162532,114.145786053362,2.10496072449217,100.495700562928
24Step,9,BACBus,39.4165961,32.8733167865064,31.4990896254517,28.4748395144746,23.0839226994702,29.7939923215334,24.4770878668004,-46.0108104595308,111.757444032544,-44.4691530746101,107.467332325513,2.36529476450084,103.423942717412,2.02250364950153,99.2744356304085,2.4870895186065,110.867538882662,2.10509317117717,100.512647841328
24Step,10,BACBus,13.6432819,29.0395810672514,27.5561412100624,25.8577367126668,23.0839226994702,40.0269007540757,24.4770878668004,-49.9470692157862,108.026231350289,-48.4141409027965,103.526423322921,2.26255605450914,110.86239695848,2.02258192704156,99.2833769186319,3.35437635344699,119.707361316876,2.10522565480457,100.529591674948
24Step,11,BACBus,19.2962818,34.9617977301331,32.8786859869187,32.3610395807258,23.0839226994702,36.7313505646174,24.4770878668004,-44.3301086441626,114.253704104429,-43.109815396595,108.867187370432,2.67624356956054,114.201160687577,2.0226602109281,99.2923172453283,3.03596326466321,116.826212180918,2.10535817529422,100.546532065893
24Step,12,BACBus,14.7168962,19.958224602385,18.377027529552,26.526598463078,23.0839226994702,34.3156420811731,24.4770878668004,-59.083037731288,98.999486936058,-58.3405807414114,95.0946358005154,2.22438530069906,100.58104355909,2.02273850115218,99.3012566108086,2.82775227791021,114.743668755178,2.10549073256614,100.563469016265
24Step,13,BACBus,0,32.1421042367634,31.0959234751543,24.0619136871734,23.0839226994702,29.7568788184602,24.4770878668004,-48.6898300834406,112.974038556967,-45.0264421581733,107.218289108482,2.454069650458,136.051496051516,2.02281679770484,99.3101950153833,2.49970996324024,113.598713580712,2.10562332654045,100.580402528166
24Step,14,BACBus,44.244734,46.6528514055218,45.9584610779142,31.8751693916125,23.0839226994702,29.2984152612514,24.4770878668004,-33.2673790713667,126.57308188241,-30.1640535846768,122.080975740505,2.62851978275662,109.03271182015,2.0228951005772,99.3191324593629,2.46981954478353,113.266156720696,2.10575595713751,100.597332603694
24Step,15,BACBus,12.6453515,26.908614651049,26.4013515928266,26.7005906112371,23.0839226994702,42.1078771489598,24.4770878668004,-51.9205832930618,105.73781259516,-49.7209145605509,102.523617746204,2.27480485309951,106.778627914051,2.02297340976029,99.3280689430576,3.54485177747089,124.310259955062,2.10588862427776,100.614259244945
24Step,16,BACBus,0,20.017020013499,19.4020960247114,22.0900714556783,23.0839226994702,28.1134043266203,24.4770878668004,-58.5807188436444,98.6147588706424,-56.7202286605686,95.5244207099914,1.9626169529631,98.0115499864788,2.02305172524525,99.3370044667775,2.39424375496407,112.299244933633,2.1060213278819,100.631182454015
24Step,17,BACBus,28.8994128,49.6822669545288,49.285736683732,35.0505900184434,23.0839226994702,20.949910743359,24.4770878668004,-29.2166354261089,128.581169335166,-26.8369774530911,125.408450820555,2.89101952424669,113.848857427847,2.02313004702313,99.3459390308326,1.99968573861407,106.477797041192,2.10615406787069,100.648102232996
24Step,18,BACBus,31.4809564,20.4321251685891,19.8749226619839,22.9548002509561,23.0839226994702,35.8327342634407,24.4770878668004,-57.987243090503,98.8514934276812,-56.2474080547265,95.9972533786942,2.01208128487005,98.8207774923216,2.02320837508508,99.3548726355326,2.95290140323186,118.851385362665,2.1062868441651,100.665018583977
24Step,19,BACBus,0,24.0943085761845,23.7175688354816,25.9977062961067,23.0839226994702,20.3588578052694,24.4770878668004,-54.3787880983844,102.567405250753,-52.4057484775017,99.8408861484648,2.25925172812356,109.641642605484,2.02328670942219,99.3638052811871,1.97157809347048,106.025009179136,2.10641965668624,100.681931509047
24Step,20,BACBus,5.7168654,27.0898370573483,26.6295742419766,24.681497435668,23.0839226994702,36.8395801828474,24.4770878668004,-51.4959763057496,105.675650420446,-49.4930720312574,102.752220515211,2.14899537438584,104.580216976626,2.02336505002561,99.3727369681057,3.03843925205578,119.738669815032,2.10655250535542,100.698841010291
24Step,21,BACBus,7.1162985,32.8717310935583,32.361700167859,27.8515937387911,23.0839226994702,32.980564400205,24.4770878668004,-45.4931735596659,111.236635746782,-43.7606612736742,108.484061609392,2.32496536677789,103.643553674111,2.02344339688645,99.3816676965974,2.7276140736981,116.433793345268,2.10668539009405,100.715747089794
24Step,22,BACBus,13.7555817,28.7475037231503,28.289433766143,25.2800101322227,23.0839226994702,40.1902707472761,24.4770878668004,-49.8407155370175,107.335722983318,-47.8328490268432,104.411716559129,2.23693380026466,111.178222269098,2.0235217499959,99.3905974669715,3.3480477398812,122.679166147098,2.10681831082373,100.732649749638
24Step,23,BACBus,28.3585435,35.6003965075814,35.1487098814625,31.7822224872431,23.0839226994702,40.4013164774853,24.4770878668004,-42.9212671546719,114.122060169835,-40.9736870024039,111.271106765329,2.63614137411114,114.459812890245,2.02360010934509,99.3995262795366,3.36886549648425,122.87290026182,2.10695126746622,100.7495489919
24Step,24,BACBus,9.7733451,26.5701111602097,25.9708783292323,25.9394337135746,23.0839226994702,35.7367197678741,24.4770878668004,-52.5792039017755,105.719426222195,-50.152268585079,102.094025243544,2.18982350595864,100.77905766057,2.02367847492518,99.408454134602,2.94489924620974,118.818691315246,2.10708425994343,100.76644481866
24Step,1,Total,44072.73924,43541.7701503189,43832.5380049753,44301.7195217594,45211.2986685526,44310.0949055769,44947.7136967809,42668.125257048,44415.4150435898,40405.4802908555,47259.5957190951,42817.5834228449,45785.8556206739,39335.6976021206,51086.8997349846,43465.1396047361,45155.0502064177,41783.618943809,48111.8084497527
24Step,2,Total,19930.74937,17808.9358908439,17804.3373904865,19379.5100919042,19823.0688638407,19291.9878295799,18986.8332217845,16690.2909180554,18927.5808636324,14415.8538062073,21192.8209747657,18669.8133486845,20089.2068351239,17094.4583268312,22551.6794008501,18441.8115852062,20142.1640739536,15807.4213466287,22166.2450969404
24Step,3,Total,24987.14802,20265.3937891067,20684.8949480694,22035.3207370719,22319.8713488474,22583.4745633815,21977.2883940956,19386.7632660472,21144.0243121662,17220.1427837791,24149.6471123597,21246.7695996395,22823.8718745044,19257.52269792,25382.2199997748,21723.9494416226,23442.9996851403,18699.5290850664,25255.0477031249
